page-blocks.arff, 1NN
No Parameter Info
96.34591961023142
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,4.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
4.0,4.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,4.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,0.0,0.0,0.0,1.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
4.0,4.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,3.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,0.0,0.0,1.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,1.0,,1.0,0.0,0.0,0.0,0.0
2.0,2.0,,0.0,1.0,0.0,0.0,0.0
2.0,2.0,,0.0,0.0,1.0,0.0,0.0
0.0,0.0,,0.0,0.0,1.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
4.0,4.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,0.0,0.0,0.0,1.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
4.0,3.0,,1.0,0.0,0.0,0.0,0.0
1.0,1.0,,0.0,0.0,0.0,1.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,1.0,,1.0,0.0,0.0,0.0,0.0
0.0,0.0,,0.0,1.0,0.0,0.0,0.0
0.0,0.0,,1.0,0.0,0.0,0.0,0.0
1.0,0.0,,1.0,0.0,0.0,0.0,0.0
