bank.arff, 1NN,,,
No Parameter Info,,,,
86.0722181,,,,
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,1,,1,0
1,0,,0,1
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,1,,0,1
0,1,,0,1
0,0,,0,1
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
1,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,1,,1,0
0,0,,0,1
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
