bank.arff, 1NN,,,
No Parameter Info,,,,
87.1775976,,,,
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,1,,0,1
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
1,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
1,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,1,,0,1
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
1,0,,0,1
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,1,,0,1
0,0,,0,1
0,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
0,0,,0,1
1,1,,1,0
0,0,,0,1
0,0,,1,0
1,1,,1,0
0,0,,0,1
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,1,,1,0
1,1,,0,1
0,1,,0,1
0,0,,0,1
0,0,,1,0
1,0,,1,0
1,0,,1,0
1,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
0,0,,1,0
1,1,,1,0
1,1,,0,1
0,0,,0,1
